"ISO_3_CODE","COUNTRYNAME","WHO_REGION","UNICEF_REGION","COVAX_STATUS","DEVELOPMENT_STATUS","WBINCOME_SHORT_STATUS","WBINCOME_LONG_STATUS","WHOMEMBER","WHO_LEGAL_STATUS_TITLE","DATE","YEAR","MONTH","MONTH_DESCRIPTION","DATA_SOURCE","DATA_SOURCE_DESCRIPTION","TARGET_GROUP","TARGET_GROUP_DESCRIPTION","NUMBER_TARGET","N_VACC_DOSE1","N_VACC_LAST_DOSE","N_VACC_BOOSTER_DOSE","N_VACC_UNKNOWN","PARTIALLY_VACCINATED","NOT_VACCINATED","COMMENTS"
"MAC","China, Macao SAR","WPR",NA,NA,NA,"High income","High income","ex-reporting entity","Territory or Area","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",NA,2681,2343,137,NA,338,NA,NA
"MAC","China, Macao SAR","WPR",NA,NA,NA,"High income","High income","ex-reporting entity","Territory or Area","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OTHERS","Others",NA,585631,564175,301726,NA,21456,NA,NA
"MAC","China, Macao SAR","WPR",NA,NA,NA,"High income","High income","ex-reporting entity","Territory or Area","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","TEACHERS","Teachers and other essential  workers",NA,10946,10437,5163,NA,509,NA,NA
"MAC","China, Macao SAR","WPR",NA,NA,NA,"High income","High income","ex-reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,9461,8942,5091,NA,519,NA,NA
"MAC","China, Macao SAR","WPR",NA,NA,NA,"High income","High income","ex-reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,60890,59115,41947,NA,1775,NA,NA
"MCO","Monaco","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-10",2022,10,"10-October","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",NA,24317,24149,17578,0,168,NA,NA
"MCO","Monaco","EUR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-10",2022,10,"10-October","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",12894,10461,10409,9001,NA,52,2433,NA
"MDA","Republic of Moldova","EUR","CEE-CIS","AMC","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",0,56442,56144,36093,0,298,NA,NA
"MDA","Republic of Moldova","EUR","CEE-CIS","AMC","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",0,339668,343057,147970,0,-3389,NA,NA
"MDG","Madagascar","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",43552,43552,NA,NA,NA,43552,0,NA
"MDG","Madagascar","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-07",2022,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",3207171,250384,16088,16088,1669,234296,2956787,NA
"MDG","Madagascar","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,41982,41939,5208,NA,43,NA,NA
"MDG","Madagascar","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,134581,131840,NA,NA,2741,NA,NA
"MDV","Maldives","SEAR","ROSA","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-08",2021,8,"08-August","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","CO_MORBIDITY","People with co- morbidity",NA,953,NA,NA,NA,953,NA,NA
"MDV","Maldives","SEAR","ROSA","AMC","Developing","Middle income","Upper middle income","Member","Member State","2021-08",2021,8,"08-August","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","HW","Health  and care workers",NA,90,NA,NA,NA,90,NA,NA
"MDV","Maldives","SEAR","ROSA","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-06",2022,6,"06-June","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","OLDER_60","Older people (aged 60 years or over)",32918,32112,31930,24045,NA,182,806,"SEAR PG spreadsheet data as at 06-July (Proxi for July data)"
"MEX","Mexico","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",23082386,12965911,11527072,NA,NA,1438839,10116475,NA
"MEX","Mexico","AMR","LACRO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",1156631,683941,516821,NA,NA,167120,472690,NA
"MHL","Marshall Islands","WPR","EAPRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,155,154,NA,NA,1,NA,NA
"MHL","Marshall Islands","WPR","EAPRO","AMC","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,16084,15486,2893,NA,598,NA,NA
"MKD","North Macedonia","EUR","CEE-CIS","No","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",22000,6992,4629,0,0,2363,15008,NA
"MKD","North Macedonia","EUR","CEE-CIS","No","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",434781,295669,290078,106722,0,5591,139112,NA
"MLI","Mali","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,56270,17618,NA,NA,38652,NA,NA
"MLI","Mali","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,142009,38919,NA,NA,103090,NA,NA
"MLI","Mali","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,565170,482860,NA,NA,82310,NA,NA
"MLT","Malta","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",12400,12125,12101,749,0,24,275,NA
"MLT","Malta","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",131060,127671,125327,112577,0,2344,3389,NA
"MLT","Malta","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",4102,4432,3734,8660,0,698,-330,NA
"MNE","Montenegro","EUR","CEE-CIS","Self-financing","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",11087,10898,5665,0,0,5233,189,NA
"MNE","Montenegro","EUR","CEE-CIS","Self-financing","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",NA,89945,92298,0,168,-2353,NA,NA
"MNE","Montenegro","EUR","CEE-CIS","Self-financing","Economy in transition","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",845,1118,539,0,0,579,-273,NA
"MNG","Mongolia","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-03",2021,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OTHERS","Others",2011245,571999,190015,NA,NA,381984,1439246,NA
"MNG","Mongolia","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-03",2021,3,"03-March","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",NA,138841,65308,NA,NA,73533,NA,NA
"MNG","Mongolia","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-06",2021,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",41550,41550,33748,NA,NA,7802,0,NA
"MNG","Mongolia","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,56015,54598,22316,NA,1417,NA,NA
"MNG","Mongolia","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,584284,565895,NA,NA,18389,NA,NA
"MNG","Mongolia","WPR","EAPRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","PW","Pregnant Women",NA,6428,5871,NA,NA,557,NA,NA
"MNP","Northern Mariana Islands","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","CO_MORBIDITY","People with co- morbidity",NA,20006,19642,NA,NA,364,NA,NA
"MNP","Northern Mariana Islands","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,1904,1902,1566,NA,2,NA,NA
"MNP","Northern Mariana Islands","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,28428,31887,20768,NA,-3459,NA,NA
"MNP","Northern Mariana Islands","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","PW","Pregnant Women",NA,164,152,NA,NA,12,NA,NA
"MOZ","Mozambique","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2021-04",2021,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",19815,16929,NA,NA,NA,16929,2886,NA
"MOZ","Mozambique","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2021-11",2021,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",0,NA,NA,NA,NA,NA,NA,NA
"MOZ","Mozambique","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-03",2022,3,"03-March","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,62905,58208,NA,NA,4697,NA,NA
"MOZ","Mozambique","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,NA,NA,59111,NA,NA,NA,NA
"MOZ","Mozambique","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,7424540,7424540,NA,NA,0,NA,NA
"MRT","Mauritania","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",15000,NA,NA,NA,NA,NA,NA,NA
"MRT","Mauritania","AFR","WCARO","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-05",2021,5,"05-May","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",18700,NA,NA,NA,NA,NA,NA,NA
"MUS","Mauritius","AFR","ESARO","Self-financing","Developing","Middle income","Upper middle income","Member","Member State","2021-11",2021,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",0,NA,NA,NA,NA,NA,NA,NA
"MWI","Malawi","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,153876,126948,NA,NA,26928,NA,NA
"MWI","Malawi","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,142585,125556,5817,NA,17029,NA,NA
"MWI","Malawi","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,477442,389085,NA,NA,88357,NA,NA
"MWI","Malawi","AFR","ESARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",NA,11618,9390,NA,NA,2228,NA,NA
"MYS","Malaysia","WPR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2021-10",2021,10,"10-October","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_CHILRDEN","Children with co-morbidity",NA,260685,217608,21,NA,43077,NA,NA
"MYS","Malaysia","WPR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2021-11",2021,11,"11-November","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",500000,NA,NA,NA,NA,NA,NA,NA
"MYS","Malaysia","WPR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",9400000,7552208,7469745,2380825,NA,82463,1847792,NA
"MYS","Malaysia","WPR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","CO_MORBIDITY","People with co- morbidity",NA,7552208,7469745,NA,NA,82463,NA,NA
"MYS","Malaysia","WPR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,510443,502643,NA,NA,7800,NA,NA
"MYS","Malaysia","WPR","EAPRO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,3355795,3331435,NA,NA,24360,NA,NA
"NAM","Namibia","AFR","ESARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-01",2022,1,"01-January","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","REFUGEES","refugees or Displaced population",5000,NA,NA,NA,NA,NA,NA,NA
"NAM","Namibia","AFR","ESARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-03",2022,3,"03-March","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","CO_MORBIDITY","People with co- morbidity",NA,133302,NA,NA,NA,133302,NA,NA
"NAM","Namibia","AFR","ESARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-03",2022,3,"03-March","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,62376,NA,NA,NA,62376,NA,NA
"NAM","Namibia","AFR","ESARO","No","Developing","Middle income","Upper middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,15948,14245,NA,NA,1703,NA,NA
"NCL","New Caledonia","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,6191,6191,NA,NA,0,NA,NA
"NCL","New Caledonia","WPR",NA,NA,"Developing","High income","High income","Reporting entity","Territory or Area","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,6545,6545,NA,NA,0,NA,NA
"NER","Niger","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2021-06",2021,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",2129866,75616,6738,NA,NA,68878,2054250,NA
"NER","Niger","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-03",2022,3,"03-March","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,147274,117568,NA,NA,29706,NA,NA
"NER","Niger","AFR","WCARO","AMC","Least developed","Low income","Low income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,22876,13079,NA,NA,9797,NA,NA
"NGA","Nigeria","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","HW","Health  and care workers",NA,813130,547037,140983,NA,266093,NA,NA
"NGA","Nigeria","AFR","WCARO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","AFR","COVID-19 vaccination data coming from the daily updated AFR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,13628732,11641543,NA,NA,1987189,NA,NA
"NIC","Nicaragua","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-06",2021,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",103000,213331,138923,NA,NA,74408,-110331,NA
"NIC","Nicaragua","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-06",2021,6,"06-June","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",595405,215928,149483,NA,NA,66445,379477,NA
"NIC","Nicaragua","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",595405,595405,595405,NA,NA,0,0,"Datos preliminares base de datos nominal en actualización"
"NIC","Nicaragua","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_CHILRDEN","Children with co-morbidity",15310,783,NA,NA,NA,783,14527,"Aproximadamente se propone vacunar al 2% de la poblacion del grupo de 12 a17 años (765,505) Datos preliminares base de datos nominal en actualización"
"NIC","Nicaragua","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",48025,34527,34527,NA,NA,0,13498,"Datos preliminares base de datos nominal en actualización"
"NIC","Nicaragua","AMR","LACRO","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",111735,89044,48214,NA,NA,40830,22691,NA
"NIU","Niue","WPR","EAPRO","No","Developing","NA",NA,"Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,64,64,64,NA,0,NA,NA
"NIU","Niue","WPR","EAPRO","No","Developing","NA",NA,"Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,104,98,101,NA,6,NA,NA
"NLD","Netherlands","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",4510353,4266614,4148335,3939961,0,118279,243739,NA
"NOR","Norway","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","HW","Health  and care workers",NA,282186,262415,211101,0,19771,NA,NA
"NOR","Norway","EUR","Dev","No","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","TESSY","COVID-19 vaccination uptake data coming from TESSy","OLDER_60","Older people (aged 60 years or over)",1249039,1244385,1243346,1180702,0,1039,4654,NA
"NPL","Nepal","SEAR","ROSA","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2021-08",2021,8,"08-August","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","HW","Health  and care workers",911342,503255,503309,NA,NA,-54,408087,"Frontline workers of health and social sector"
"NPL","Nepal","SEAR","ROSA","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-08",2022,8,"08-August","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","CO_MORBIDITY","People with co- morbidity",1117912,10501,10501,NA,NA,0,1107411,"SEAR PG spreadsheet data as at 10-Aug-2022 (Proxi for Sept data)"
"NPL","Nepal","SEAR","ROSA","AMC","Least developed","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","SEAR","COVID-19 vaccination uptake data coming from SEAR data collection tool","OLDER_60","Older people (aged 60 years or over)",3733463,6157420,5016439,NA,NA,1140981,-2423957,"SEAR PG spreadsheet data as at 26-Oct-2022"
"NRU","Nauru","WPR","EAPRO","Self-financing","Developing","High income","High income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,246,239,NA,NA,7,NA,NA
"NRU","Nauru","WPR","EAPRO","Self-financing","Developing","High income","High income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,1246,1159,388,NA,87,NA,NA
"NZL","New Zealand","WPR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-10",2022,10,"10-October","WPR","COVID-19 vaccination data coming from WPR worksheet","CO_MORBIDITY","People with co- morbidity",NA,240092,133702,NA,NA,106390,NA,NA
"NZL","New Zealand","WPR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","HW","Health  and care workers",NA,225971,225581,NA,NA,390,NA,NA
"NZL","New Zealand","WPR","Dev","Self-financing","Developed economy","High income","High income","Member","Member State","2022-11",2022,11,"11-November","WPR","COVID-19 vaccination data coming from WPR worksheet","OLDER_60","Older people (aged 60 years or over)",NA,797375,794693,739782,NA,2682,NA,NA
"OMN","Oman","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","PW","Pregnant Women",80812,25677,19338,36,0,6339,55135,"0"
"OMN","Oman","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2022-11",2022,11,"11-November","EMR","COVID-19 vaccination data coming from the daily updated EMR worksheet","HW","Health  and care workers",52851,49607,48889,16816,NA,718,3244,"EMR country priority sheet from 09 Nov 2022"
"OMN","Oman","EMR","MENA","Self-financing","Developing","High income","High income","Member","Member State","2022-11",2022,11,"11-November","EMR","COVID-19 vaccination data coming from the daily updated EMR worksheet","OLDER_60","Older people (aged 60 years or over)",197520,178109,164706,38017,NA,13403,19411,"EMR country priority sheet from 09 Nov 2022"
"PAK","Pakistan","EMR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2021-04",2021,4,"04-April","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",812451,402122,298571,NA,NA,103551,410329,NA
"PAK","Pakistan","EMR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",4574183,4574139,4554897,1441887,NA,19242,44,"-2222"
"PAK","Pakistan","EMR","ROSA","AMC","Developing","Middle income","Lower middle income","Member","Member State","2022-11",2022,11,"11-November","EMR","COVID-19 vaccination data coming from the daily updated EMR worksheet","OLDER_60","Older people (aged 60 years or over)",13922459,13877230,13829851,5570594,NA,47379,45229,"EMR country priority sheet from 09 Nov 2022"
"PAN","Panama","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2021-07",2021,7,"07-July","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY","People with co- morbidity",NA,171472,30007,NA,NA,141465,NA,NA
"PAN","Panama","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2021-12",2021,12,"12-December","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","RES_LONG_TERM","Residents of long-term care facilities (LTCFs)",14259,11188,9785,2028,NA,1403,3071,NA
"PAN","Panama","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","CO_MORBIDITY_ADULTS","Adults with co-morbidity",NA,287632,201169,261715,NA,86463,NA,"-4444"
"PAN","Panama","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","HW","Health  and care workers",88000,91265,79470,55573,NA,11795,-3265,"-4444"
"PAN","Panama","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","IMMUNOCOMPROMISED","Immunocompromised persons",NA,6792,4120,7609,NA,2672,NA,"-4444"
"PAN","Panama","AMR","LACRO","Self-financing","Developing","High income","High income","Member","Member State","2022-09",2022,9,"09-September","EJRF","COVID-19 vaccination uptake data coming from eJRF COVID module","OLDER_60","Older people (aged 60 years or over)",554649,726121,692876,402696,NA,33245,-171472,NA
